,image_id,emotion
41,5de5bebc-0a80-43d2-9ceb-a6dbfd41c188,4
42,813c64fa-4a53-4210-9af9-e659d33b31d9,6
43,7796657e-8729-44ea-ac29-24b7fe81b044,3
44,ef610316-c246-4147-bc6f-f93c35605df0,6
45,203ade8d-bfe3-4205-9851-92961e463d57,3
46,b209d5db-88f6-4e50-8e7a-2c927c8148dd,4
47,dd62cc7a-ffe0-429d-ad83-c65dc34abe7f,2
48,629018fc-2f6f-40bc-96a4-d48bfe80ea88,2
49,a21646b1-ffff-4694-b0e6-2940bc3aa1dd,4
50,2363bde3-975f-4858-a327-aa1d75408b8b,3
51,f94b4585-f2c1-4b5c-9871-14fca14de4e3,2
52,285f90bd-ae76-4101-baec-5db64d4c25bc,4
53,7f040423-840e-497f-9bc3-a3610b71fc04,0
54,016df01d-8409-4919-b0d0-5aba5a023678,3
55,187879fb-c06d-4d51-8fe4-4a3b066fea7e,0
56,56364b10-d9b8-4acf-a6b5-7c89098764db,3
57,94358545-8da3-42a4-afc8-413457da1d37,6
58,c7b65e41-b586-4ad2-8ca8-57e22ff03e78,5
59,c4d637be-ee36-4e91-aca2-bdf767fc115d,3
60,d0ec95e4-15bc-41c5-8381-7cb2f85874b9,3
61,455403ac-81c9-4ebc-82e2-3871a87e8570,2
62,e182195e-1df9-4bcc-b8a2-7a851c070874,5
63,3f797193-bbcc-4d4a-bdc0-20499daf7270,5
64,45ca28e5-b65c-4fc9-b6ce-84d1251f5f7f,2
65,194c0769-025e-4cba-86bf-5dcec7e54618,6
66,72c0ec25-d516-43e2-9b73-3b90c7ef935f,0
67,70a6a776-ad58-4c73-a455-bf5a9f1d0efa,3
68,0bc1a6ff-74c2-4f63-b826-b3b0177c67bc,5
69,3316fb4c-5080-4e11-9398-b593913c6cac,0
70,58849d59-cde5-4a50-8ed1-8635ff3ed6d4,5
71,fa6f67ae-b9a4-412e-91ff-09e2e6ec817a,2
72,1720c3ea-2285-4786-a274-6f91c249903e,0
73,ea626e91-e297-4a8e-aaed-d2285ddb6757,4
74,92c0eee7-6432-482d-9767-a48fb00763ae,6
75,431adebe-3f3e-4cb7-a8d7-dfe81c7e39b9,6
76,bcd90001-8c16-4588-8af2-bc5c6c7e9786,0
77,391d19dd-eade-4615-875e-981429c6ec8f,3
78,c88ce645-166b-413d-8e37-77bfcc957726,3
79,a87f0d72-9331-4ec1-9dc3-214f81ec565f,3
80,369cad16-7a77-4c78-90c9-a6a2eb69d44b,2
81,6290b0aa-49ba-4338-834c-dd5e70bd050f,0
82,9310e3b2-09e6-4d89-88df-70b9b8c4da66,2
83,36d3c757-3833-4d78-99b2-294ccf1c5001,4
84,2c7fb60b-7eb4-4284-ab41-61006179eccf,0
85,0fe1f03b-c50a-4e63-89d9-427573243918,0
86,58ca2f15-23ee-4195-b306-c9b822755e65,4
87,4eacdd73-fc95-410a-a637-5478a9f32120,4
88,481f7a08-f59e-49e1-8395-e57721d54511,2
89,71b3075e-0893-4e5e-92e6-4f4262689149,0
90,00fa6c52-7916-465a-ba85-2e2bf4afddd1,6
91,58efa5ae-ca3d-4161-8fab-636cf0824e04,2
92,30d9db98-9d0b-4def-abb0-9deb0c84d3c0,3
93,b1d0e077-74a4-4a12-a666-7cb2a3284158,6
94,1fd78031-9200-4f8f-a6be-13001d4f0d88,2
95,6bdb4846-37a8-49af-8670-6fd186ad7281,6
96,9a37813d-5bb5-416c-a6b6-a510dcc16286,4
97,cbb9b3c2-10ef-4c80-ade1-6b5df12f2652,3
98,c9ee2867-bd68-4b57-a85a-044f759b2298,4
99,d723f28d-6803-479b-8988-036e97a3382e,4
100,418fdc2c-33cd-4869-b8de-6ab20d36d0b0,0
101,497467f7-dd70-4f05-b384-8b7b54c6d93c,6
102,384dc461-454d-441a-9014-1879f28a78e3,0
103,4cb1fb00-b927-4cb7-b18e-3a0a0cdee8af,3
104,4e11cf24-de62-4727-955f-10ecae540cbf,3
105,43d7a9cc-2531-4123-a2bc-35dfcfae1c4e,4
106,0baab314-291e-403d-8f52-67d0c0f60eaf,3
107,0ddf52bd-69f0-487f-a83c-f0f7fd0e3551,5
108,c99351c0-fd94-4436-891b-44d030ae6fea,0
109,0b502897-07c2-4bc3-9a2d-02e7d632c9a4,3
110,e23c13a6-e943-449b-987b-617b7d3727f4,6
111,39d92507-5ed6-45cc-9077-e5c912a79d77,5
112,ff7eef90-cd4d-42d8-9a29-6cbe325b4105,5
113,1404fcb5-750a-41af-83fa-a0d8ec1b74fb,6
114,6664ceea-42ca-4b9c-9292-3d283d5e06a6,4
115,72dbb81b-21e5-4456-b2ad-8afa751de04d,3
116,0cb74595-2ba7-4b6b-aec4-175d9792aaa3,5
117,98e9c351-ba54-4f75-bb83-159210090aac,3
118,a00fc431-d41b-419d-8ed5-c09a7c1a5728,6
119,7ac997eb-8e2c-4781-98d3-ad39579eb7a2,5
120,5b17d270-2c81-4de0-91ea-0ba00c7ecca2,6
121,e4a281da-f7bc-483d-b868-8e46d18bce87,2
122,d437b80c-b29d-4363-9275-7275518fa577,3
123,77b78f21-14d5-4cae-9197-963c0b783078,3
124,19ee8baa-6244-41f3-909c-4129295ae2fa,4
125,21f6c37d-907d-4593-afbb-253e87df4dd7,4
126,4564e8f1-38d1-4efd-be2b-a1162c500d6a,5
127,46a12668-cb71-4c24-87b9-e1a5bedfa32b,2
128,ebd7fba6-de53-41cc-8f0c-70a1acb9ea02,0
129,20de53fd-eb43-4f88-b95f-ef9fc04f556d,4
130,a432874e-c917-4112-b94d-922422ec9e23,3
131,ea309010-2fe9-4071-8eb3-54e68ae1e5b6,3
132,100e6623-1990-4fbc-8a40-d83d17f99ad1,3
133,d038b55a-2a84-424f-8122-1c426f233e02,5
134,ab232b7e-cc63-45d3-97cf-b8226c27cec1,6
135,797355f2-25db-440a-9681-56f743431e32,2
136,4c0c776b-30e6-402a-9bf6-d607f9319554,3
137,35f53836-2464-49e7-9f94-66a994d664b1,0
138,e0e61ae0-67ce-4048-903e-952ae030e5c6,3
139,579ef43a-f86f-4ff3-a046-0b1e2d2066b1,0
140,0464892a-10ab-4655-8b4b-bff399639f12,5
141,211e0f51-4bb4-47a0-984f-c9383c2b0c41,0
142,353b220e-a6d8-46f2-88df-ccef19b3d9bc,0
143,69c30ce8-f6a6-4832-89bc-8cb4b81b4db5,5
144,6683182c-b3bf-4426-badd-6bd47e9cc559,2
145,9c1462f7-6cf6-4af0-beeb-0dd2eb722ad4,5
146,033801ce-b922-4960-b710-be2c116297a9,6
147,7f8628b5-3c9b-4dc6-8d2a-80e650ecb0e3,5
148,f8c0c637-8e7b-431f-921a-9b9ea6b650ae,4
149,1db2a705-77e5-4f7a-acbb-213ee934e6a6,5
150,73a4e286-cbe1-4039-8a4c-d33a142fad5d,3
151,eea8875b-ed76-4fe9-b6c5-9c2e0bb47a9a,6
152,7fab0ffc-08c1-4f63-a3f5-c8e35afe3b68,2
153,807cf48e-ea1b-4974-b7f6-70854fa29642,6
154,464b0062-2236-444b-891e-b331de512931,2
155,3bdb9b81-6a01-4bfd-8068-c24779670b22,1
156,4f8240de-4d63-4f00-a5c9-1d15a563bc1c,6
157,c2721ddc-cf6a-46ce-b592-e87a59db0a7d,0
158,8f6b4553-db97-4d88-8137-d774940f04c9,3
159,83988017-9e93-4486-9e46-989c8a1e2132,5
160,9db8ad43-9f86-4265-b2de-5a3174eaa1bc,6
161,97ebd823-6176-411a-807d-572614be4052,3
162,f27f671e-14e1-4fe0-8df6-57158e15bc30,3
163,7e9c1c93-4ffd-44e8-8e28-9b10483c9154,4
164,90a4ea35-0268-45f6-933b-8e88cc2f9fb6,6
165,6bf70783-ceec-4ac8-bae1-d542df5803b9,2
166,81639faf-4b59-4c6d-b8ff-370cfc23270d,3
167,befce439-2c53-4d0b-9587-a521247f3179,0
168,0734ece4-7795-43e6-995e-1a6c01c7b3d1,2
169,a0a5ad68-93a3-430b-902f-c91190ea16ca,2
170,60026204-95b0-4825-83de-28be2c5a53c3,6
171,b4c17475-5337-45be-8bfb-78cb429bb44e,5
172,a2c67cc3-b118-483c-9dea-70bd98933c34,6
173,55a88b03-b431-4c31-afbe-1ca6dfe86206,0
174,d0ac72bf-647c-4203-983e-fd8c6fc96922,4
175,c18ce42a-681a-4fa0-b599-a8f9a8f00608,3
176,7cc6a84b-556a-4c48-b5c6-65b75a1a328d,3
177,f3d23e02-c94a-419e-9302-eb609f056c97,4
178,544e0a01-a4bf-4a39-9299-d6860e96babb,3
179,061c4fe5-e66f-4fd7-9ef0-0897e822a9b2,2
180,211f7ee6-c994-4b84-902d-54da886fc6e1,6
181,94ad7db4-900e-41db-80d8-8a72f0b66db9,4
182,7c0d2089-090e-47b5-8a76-0bc660122b6a,4
183,dc7fffbd-7a33-4896-aad6-b29659e74558,4
184,f968ce7f-db74-48a4-8e3d-878f51c62dce,4
185,29839914-99d4-4c03-83d8-956cd1a27c68,6
186,e1f68ccd-73a0-4b85-876d-f0d83dd995de,2
187,d51ba82a-cf5d-42bb-8e36-82302035f1b8,6
188,5f82e2d6-5355-48f5-a997-d4fec4c9e008,2
189,076ae103-3cf5-4021-9d07-cae5db050710,4
190,d05f2683-42f5-4764-bb5a-9f26e9b3ebf2,3
191,9fc2139f-69ba-4e9c-95ea-7a1958840040,6
192,4eb40922-de83-4351-aa83-7a0e7db35beb,4
193,abf5f4b2-c9ab-40d6-8c6e-d9d26867d5ff,0
194,c690a25d-b8b7-4eee-a9a1-8a1838b06be7,3
195,2ea0ac24-5d25-4d23-9654-d31129c7b956,3
196,6845f6d3-c2fe-4b04-b5bf-aa4977c171b6,3
197,f9b61ef7-5d98-4aaf-9bb7-add86d2e3891,5
198,c94f9d69-4861-4d1a-8995-577b7d5af670,6
199,de45afaf-edae-4155-a224-b70118fbdfc2,3
200,25eaba30-77ed-45b6-8604-10d1cb96b512,0
201,17bdaf63-6fdb-40c7-a97e-672235f1b71c,4
202,d2e6dece-c338-47fb-8c6d-96f8af8764e3,6
203,264ad4c2-4134-44d7-8782-fb8002fb099f,5
204,94a5b854-45f4-4668-9c06-13af48bdda9a,6
205,13a34032-5968-463b-8fe4-df61c9d161fa,4
206,27c16f92-467b-479c-95d8-8d6493aef356,3
207,09a131a1-3971-4063-bde4-3c50df967589,6
208,9c52eac5-e976-401d-95c2-176ef69dd6f5,4
209,8a92cdea-ede3-417b-850a-88621d59b736,3
210,9044f506-4fa5-4800-b6c0-d7314c745105,4
211,49ef88ef-ba5e-40f6-bac5-e86ac8ea8010,3
212,51c63ee9-b5f0-487b-81c3-2465e10ed817,0
213,dab105c9-0dca-46ec-aca7-202090882015,0
214,6694b5cd-89ce-466c-877c-2df223eb7f06,4
215,835405dc-8fcb-4e2d-b1aa-d8e4979b3b19,3
216,d5272929-bd19-41e5-904a-a7634270b8fb,3
217,314b9238-ba73-4ee3-b21f-399941c65468,6
218,9278da65-7a45-4d08-a4a0-fee559603529,5
219,6e3ef118-d0ac-47a2-bbb1-a9afcfe5a4f7,4
220,757de94d-7c24-4631-84ae-d01de4e9aebe,2
221,e8c11c8b-8453-4f76-be95-05fe8bffec6a,4
222,44020b90-090d-4f9e-8d4f-0949e06cc176,5
223,fd08c1f9-301c-47c3-ae57-3e98b97fe2d6,4
224,2fc307f1-8341-4246-84de-d49607f09812,4
225,229a2302-8205-4499-a562-b12c179132e6,0
226,5678bc6e-88f6-4d57-907d-21913f81ce8b,3
227,850b9903-aa39-407e-9ffc-495734de93d2,0
228,0741505c-4416-4f10-943d-15efb55be0c1,3
229,7e7610f6-e4fe-4c18-b275-07789b2302af,6
230,cf09fc50-b0de-4294-b130-64b3787d4caf,5
231,115c1ba6-703b-4f80-988d-1b1612cea66c,0
232,02db0db5-2e93-4605-8528-bf887b1761a7,0
233,eb4d8a32-0310-49f6-be06-ea88e8601ca0,3
234,19d65737-3f89-43ce-a6ab-3c5ce676d56f,3
235,68fbbf48-ce34-4dba-b362-f0ff51d703bd,0
236,0ab31242-4db0-43f4-ab70-e8acc74bb2fc,4
237,26bafd73-4200-4cea-8ce1-dea004d74af4,0
238,9a04ecb9-0cf7-4aa1-b09e-e66972c6eb69,4
239,87e929f8-ef4e-4cfc-8dfd-1ae78fe9498d,4
240,2a8e3ed7-5bb0-49af-b219-3de50afb15d1,0
241,6272380f-ae92-46a3-99a9-b79e99f3114b,0
242,bb5de683-d89e-4fd5-a718-85a9390af580,0
243,5f89a6da-c91f-4c9a-bbe5-0beda76e0b43,6
244,78033192-cf7c-41df-a991-ec2a68e7088d,4
245,091c0186-293a-4610-9dbb-63ce1af1dd61,5
246,66cef811-1a49-49ca-a296-fe634103143f,0
247,87ce26c2-b532-4c46-85ae-ec3505a689a7,3
248,a9efe2c2-6beb-4d57-820e-53ae3e50824b,4
249,68c14077-6528-4b7b-9938-7dab34cf19a7,2
250,9b976b0c-2edf-4b5a-a960-7bd571c5417d,3
251,93da47bb-79a6-42a9-80a5-29d7dcd953c9,3
252,c077b915-d269-4005-acb5-8e175a47ac78,0
253,aa31fc23-78e0-4db9-a87d-7ca3a9602b84,3
254,d4cd649e-3e15-461c-b0b5-d0a1a266fbb8,3
255,3538b2f3-5a03-411d-8582-abe20e6321c6,1
256,f224109c-4aa3-4628-a8fc-ea8defdd29d3,6
257,a830e145-8bdb-474e-93fa-c2760b97df4b,3
258,ac1fb261-a8da-44f2-a932-4d84d2853a52,3
259,3896df55-3248-42cc-af8e-6582e3f45257,0
260,404746cb-ab68-4055-9abb-01b6a4ef2775,0
261,a26411c9-d643-4c42-9241-77105238ec39,2
262,3527fb7b-a612-4681-b2e6-32da9cfc543f,2
263,31caf0e5-dd8e-4816-9876-88bbfa498a05,0
264,bf8cd068-8210-4f30-8a04-6866d8bd5f11,6
265,b51d2906-58b1-46a7-84ce-36d3344d51cf,6
266,d3fe45f2-bf63-4820-955d-fcbb3564600d,0
267,29e234b8-e9cc-46ab-a0c9-606d7ab1474b,5
268,ea525840-64b8-40aa-8b71-bd916cb14468,0
269,1370188f-02c7-4492-8748-f833e55b9bf7,6
270,f75944d7-bf3b-48aa-b867-bb015175248e,0
271,2fa815de-9e96-48c8-a978-22a203053833,4
272,dfe77b97-86f4-420b-8992-24267a752de6,4
273,954390a2-b2ba-45ca-b4e2-6d738d8913c1,4
274,d10eccbf-2e44-4841-9e97-5f1c3dfcf4c9,0
275,3f33483b-8d9a-4c05-8d89-afe395050b1a,0
276,565d753f-3678-42d8-a081-d9ef4555f8f1,3
277,d59d26ed-7fcb-463e-9721-83f4df9eba2c,0
278,60f037f6-f1d7-4290-bbb3-e685f249a59f,5
279,1aa7ed61-0cba-4843-84d4-98ab719ece46,3
280,8f092965-1346-40af-8819-6b3598a5c987,2
281,e604ed9b-aa3a-489a-b122-c2d9e2d163ba,3
282,69e3e26f-572a-44f4-8197-a26185b9c43f,4
283,3a5bc3e6-0480-4f11-be9d-5272c9a8b7cf,4
284,9baa359f-eba3-430a-9c2c-9e40eeb86329,3
285,21321616-c53f-4da1-ba17-a76cf35e5f3b,3
286,f49ec091-3175-43b1-a1ae-a0f2619c1b69,0
287,907a3744-4752-4769-8867-0767f457645c,3
288,1e2064bb-20d5-4d2a-86ef-837a6c4a9a57,4
289,82353869-1752-43bd-8216-a391c0f9eca3,6
290,658039ed-dc26-4aef-8a15-c86d170af9dc,3
291,f3d1a03b-3af0-46a4-9559-e38f4855c2a1,4
292,d05c16a6-051f-4b48-8094-e9223294a842,2
293,d9ea38d6-7dc6-4017-b599-802f81409e9a,2
294,912559a5-3ada-4fa2-a572-af015da23861,0
295,0fb4d813-9ef1-4505-8467-57d2df271bfd,6
296,be4cb57a-a575-48ba-9492-6452aa4a0584,3
297,9da691cc-15a6-4586-a82c-63bdc18ed969,5
298,d6102580-e5a3-4dbe-9408-2160b0a59d32,2
299,243809f5-0225-48ab-8342-cca4ce38ca6b,2
300,58eb33c1-c4d2-4bf1-96c4-41b8bcd459ed,3
301,2cdb273f-d437-46c5-a1b6-9a87be931e16,0
302,c1f1199b-24a0-4a0b-a0de-8df9010b93e8,6
303,4a079c49-a6c4-4d89-99d1-8174052764e9,4
304,d4e08ced-7809-4ea6-964f-dac1b20cd3f7,4
305,86245d90-699f-4591-b029-a2c043b4b9f3,0
306,3a23e899-9140-4f30-b5e3-991dd6cdcbd6,0
307,0a9ddd90-2c83-48b6-aa29-af477e168cb1,3
308,cae263af-0ba1-4f53-b103-c92deeaef1c8,0
309,ac367913-40b6-4667-93da-8cd3e2cac6c8,3
310,451592d9-dd18-4bfa-916e-c1fd15f930bd,6
311,883bdc4d-0f2e-48e7-a848-24f7c7552df7,3
312,b3958e77-f528-43ed-8452-02c27fee5e95,3
313,9b4c0a27-bda3-4237-9cbb-a31ba95297ef,3
314,21746e6c-26f4-4d48-adab-2e291260f57b,0
315,2d7e207b-9f34-471b-83ae-459e329ce0a6,6
316,8cda3516-b732-44a1-89cb-66c34d0e6e1c,3
317,47d89a00-9069-42a1-84ef-319b3e6296f7,4
318,6ddff2ea-d73a-4141-aa0c-8c1aef0deb65,2
319,79cdda38-cbd3-4fc0-95e2-8c1f6e9f1e4e,4
320,eece3859-87b4-48c8-800d-d061daf97ba0,0
321,c1872fa0-0b0c-408d-be44-1cbb1dbc7de0,4
322,d303d788-6ca7-423b-9984-5fd950c9d285,0
323,3271d64a-5b60-4c92-bfa3-1cf77b668e42,3
324,a4e66f42-b08b-406b-ac8f-9b9bdf0c3b66,3
325,ba6f19eb-f529-4405-bbad-e4226269e64f,3
326,57a7f081-219e-44ca-a231-39511b89522b,4
327,e0932b38-5e41-4ec6-bed8-136e3c86556d,6
328,08130d8b-922d-4941-978f-19e3f5e27f1a,5
329,ed647abb-47c5-4269-90b7-fd4297b5799b,6
330,3578cf05-fa92-4aa0-abfc-c9c19e3cc031,2
331,0ede5cb8-705c-4c56-aed2-12048c612814,4
332,15157ada-4b5b-4dd1-98b0-5d398236f880,6
333,c44ccaba-f84c-4ee1-b7ed-735bf99345fb,3
334,c58cc765-9699-4ac1-bd70-065869d66d91,4
335,48f0f5a0-1b10-4d44-88a4-4888f7e28139,5
336,9b9ddf55-ecf2-45b5-a384-d41db5cea14d,2
337,c4295268-5cb1-4368-a2b7-1574803e2190,5
338,903ed95c-276f-4936-8f69-d5c4f15e2010,3
339,2c67756a-3d7f-4a9c-9388-5d477ce335cd,3
340,802c45ec-fbb4-44a3-9255-a4cf42967829,4
341,be8016a9-2225-4ca3-a851-4e70e9c5252a,6
342,f1c9d668-ea0d-4d9e-ba47-bd30b0bc45d8,0
343,70795715-3535-4a80-b178-e8d9355deb1f,6
344,c2317044-b728-4daa-97e5-20f1945c6df8,4
345,807983b8-815f-40ae-9b20-de9744fe65ff,2
346,631dd1e9-1b85-4070-ad24-37584207c35d,2
347,4a842c36-d15d-4232-85a6-16bcec0b9d82,6
348,de2570fa-9641-4fac-969d-71253723f6c9,2
349,ff7efbce-7e36-4f1d-ae7c-5c01517eb0c5,6
350,abf04116-3293-45f2-b8ee-1433923b7c35,4
351,5451339a-fa87-4a5d-bfee-b5bb288e4903,3
352,d2874f6d-4640-4843-8cdf-b781d6dd09bf,5
353,d5d51727-e71a-486b-8b49-c9336c6f2eb7,3
354,d87b3f43-506a-4888-9e56-06462ef79bbd,3
355,38b66e89-ee1f-416b-84e4-242e9877d0da,2
356,5b62748d-68ba-4ac5-b4c1-d3f2e7c73ff3,4
357,003694b4-8ee2-4cb0-936a-d43dec305ff0,3
358,e5b75650-366c-490d-bf0b-5a43af345d4c,3
359,184d28ab-8413-4649-8bd2-c9ad5ec89c1a,5
360,287891df-524b-4160-b4a5-0f6873a53128,3
361,570fcc53-799b-42a2-9d38-1d925ef75063,0
362,514bae9e-dc2c-4b47-958b-ec1465d78466,4
363,569a9c97-83e3-4eb9-9bd4-765e7e338c11,6
364,2a53e5fa-aa17-4884-96c6-7e337e583176,4
365,d996d9aa-1460-42b6-ae24-5e58c2ae7810,6
366,c86cf8bf-51b2-4b44-815f-a509a174158c,2
367,bae0f8f2-55ea-4f41-8b65-4ac94947c2c5,4
368,b9d089b1-a4e9-467c-972a-ca2200215c94,2
369,d9a7e301-a91a-4f0d-9e21-fd142c03764f,4
370,dca5836c-32e6-44ce-b9c3-5b4432c4d2af,0
371,4dbab22a-65eb-418b-bbcd-e35c1c7c6205,3
372,62cba364-4aec-459a-b80a-77dde6da5d5e,6
373,146277a0-d225-49dd-8680-3159bdbba574,2
374,28e20b92-2e5c-45e1-9172-dc7a088b8984,4
375,a16e868d-0762-4318-9f32-cf0b8266d7c5,4
376,e5e491bb-33e1-41c5-a3fe-e69ced02916f,2
377,41f386ab-eec7-4c3d-8e5d-fbaba2eb2031,3
378,3f74463c-a46a-4257-9f39-d0e1c9213801,3
379,776ceb47-c1a0-451d-bd28-2da959ca67fe,4
380,0d80440c-fd52-4cf3-861e-4ab2b3e8f2ad,0
381,c68629b5-17fa-46fc-acee-7715023c645c,2
382,36ba1098-0420-4bc1-9e65-8ad865525c4a,3
383,d6dbd467-277a-433e-8e34-2fd2621a13dd,2
384,d20f36e6-ff73-4f4e-9fe2-ef46f863dbae,3
385,afaac397-830f-462b-8e2c-a2355dc3c7dc,3
386,91fe30b2-2216-4dae-ad73-87442ada7a0b,6
387,9fc2ad7b-ab2c-49b3-b7c7-41b892a2ff26,3
388,46a5a436-54e9-4b38-9678-65f3447fe6e7,0
389,e54d6a61-4dc1-48dc-8f80-580ec58cd666,4
390,191dbb31-432a-4202-870c-5d85e89478d2,4
391,26bab45f-2b67-4c61-9e1d-75b4089db0e6,0
392,bbad322e-9320-409f-842a-da64f7889fe3,4
393,98fc2a61-2fec-481c-9b36-8a83d8cb4a0a,5
394,20753153-869c-4fb4-a310-85129fca23f5,3
395,a696f43b-c2ea-431c-8cff-b16b4a3d5b9b,3
396,eb77a4e2-d86c-4b6a-9017-5354e98d6a66,4
397,69d73038-162f-4bdf-a42e-e70c542073db,6
398,b9b4cd4d-4ddc-49a2-824d-4ad7c5bc2e62,6
399,597bc45a-b793-49c8-92d2-f3126d4a0c49,0
400,26692eaf-7db8-464a-8fc9-80a4695bab25,4
401,786358e9-61f2-47fd-9287-bc801a8c36a8,3
402,d694d75f-9a6a-4283-a9d9-170398f37680,3
403,c3478471-a353-482d-8d1c-5a49011f636d,0
404,1943c54a-3b29-48fd-a556-56f64dfc24e5,4
405,28734141-8e86-4286-b369-ab4234b2b98c,0
406,ecdcbbd3-0193-4fc7-be37-710d52f6ef9e,3
407,055840f1-3e33-49fe-947c-f76fcbfcdc74,5
408,3a8dde3a-0a1f-4720-971e-1cd3ca9bd3e2,5
409,502252b5-bac5-4c66-8082-109bfb64342d,3
410,044caf21-deda-490b-b20a-4826156a1a24,3
411,183bbd76-54a3-495a-900e-71566678d5dd,6
412,fb1468a8-8529-4ab7-92b9-206a47ac9ea2,6
413,143d1d9c-ad79-47fa-8d29-3947bc443fc1,0
414,639cee90-23ca-43a3-b31a-58fa69cd079a,6
415,15510868-7ff5-444e-bfbf-46a8dd81d118,3
416,7803535f-59a9-47b2-8e37-cc8c4cd91538,4
417,155f0f87-b724-436e-9a9a-8d3029f76747,6
418,f0839bf8-a7ab-4018-bc6c-11fd819610f3,4
419,e62ecbcf-a2a6-43a1-9c84-91a31311d17e,4
420,6c2c9f2a-4091-4a37-816b-d9dc3bc65ffa,4
421,5fe72cae-ff72-4e66-99e8-722a4fdcc6e0,6
422,eb2b2f3c-c678-4430-81c9-85f07cc05372,3
423,ced09f8d-7210-4146-8cad-07c052b1e489,2
424,f9cd9e55-754c-4e0c-8a0b-fef8d4ce8af0,2
425,abf4d9e9-543b-4624-ac12-4b18cba55d67,6
426,6553cccb-f6d9-4a39-af0e-52ccb9b410ee,4
427,190ec11f-cf11-486c-ad16-1bc328f118b7,4
428,d49543dc-bf32-40fc-bc8a-d8837a7985e2,6
429,9c41dc81-6c5c-4c17-bff3-bb208fd423da,5
430,716d198d-657c-4490-a8ca-b0dd1b641dee,0
431,408fc73a-b017-4a3d-aeeb-92840e969f24,2
432,c7e30cbc-db63-4120-bda0-33a8f3028b34,3
433,3e73ec27-496e-46d2-b8bc-ef08a4b240c3,3
434,51957463-3ada-45ca-bdbb-83e9053e882a,4
435,d2ec189c-1595-4dd9-a991-cb7668e2377d,2
436,d35f40a0-0986-4d32-8957-bcd66ff2c2a2,4
437,65646277-c45d-4e0b-8422-d7e1e0b718d7,6
438,a11007ba-63aa-45f6-9aec-6537462cf3c2,6
439,5f89a7c0-b129-4d05-947c-dfdc9e07c8dc,2
440,fd8da61d-bc67-4b90-aec5-5adad450d62b,6
441,b390d82a-e9de-4414-ad9b-0dadc9e338af,5
442,6c9b2ed1-ce0a-49eb-921e-9061ecab511c,5
443,fe072b65-c138-4b56-9a18-752f568651ef,2
444,e0decb26-bcdc-484e-b36e-9b870b53bea7,3
445,77a05d7d-6445-4248-8294-5c50011b3479,0
446,742791de-8aa4-47ca-a636-95fa26da754a,6
447,970d0135-4817-42cc-ac4c-3b0f3c1b24bf,2
448,e1d5253b-8f58-4d79-98c2-ec0d9724668f,2
449,4683865d-3070-494d-b76c-93e6d770f2ec,2
450,e4a725f1-a5f3-48db-8b4c-97369b559fd9,2
